Crop Type,Soil Type,Temperature (°C),Humidity (%),Soil Moisture (%),Rainfall (mm),Water Requirement (L/sq.m)
Cotton,Loamy,41.02,58.35,63.41,62.49,0.0
Barley,Sandy,33.72,16.43,54.99,111.46,0.0
Rice,Peat,35.79,71.14,22.83,93.28,0.0
Barley,Sandy,34.62,53.26,20.06,289.81,0.0
Barley,Sandy,28.59,42.07,83.82,238.85,0.0
Wheat,Silt,26.24,38.58,59.51,79.96,0.0
Barley,Clay,28.99,23.41,20.41,32.88,3.7
Maize,Peat,32.28,61.68,25.99,148.6,0.0
Rice,Loamy,38.15,69.99,17.06,24.4,1.65
Maize,Silt,32.85,41.76,81.43,285.23,0.0
Wheat,Sandy,27.33,21.9,93.51,259.22,0.0
Wheat,Clay,10.39,37.16,86.96,231.76,0.0
Tomato,Peat,19.52,39.75,37.35,213.93,0.0
Rice,Silt,20.34,30.11,47.44,172.64,0.0
Barley,Clay,36.57,52.2,67.72,66.89,0.0
Sugarcane,Peat,31.56,16.01,54.62,244.3,0.0
Wheat,Clay,39.06,76.64,91.92,5.02,2.79
Cotton,Clay,19.08,61.35,24.03,291.14,0.0
Soybean,Peat,37.31,65.72,45.87,146.93,0.0
Wheat,Silt,40.73,83.05,28.35,175.05,0.0
Wheat,Sandy,29.95,10.54,24.82,122.56,0.0
Barley,Silt,19.8,71.54,23.67,94.32,0.0
Cotton,Sandy,13.27,32.49,11.08,199.34,0.0
Wheat,Peat,16.37,88.5,81.76,12.22,0.0
Wheat,Peat,32.06,16.11,29.92,196.57,0.0
Soybean,Loamy,43.57,59.45,64.32,191.47,0.0
Cotton,Silt,27.76,86.45,2.36,298.45,0.0
Barley,Loamy,42.98,56.13,30.44,57.7,0.46
Wheat,Peat,40.36,28.33,1.62,61.7,3.82
Maize,Peat,36.78,66.76,30.96,279.3,0.0
Wheat,Silt,34.5,82.91,65.78,185.65,0.0
Tomato,Silt,26.64,13.2,62.17,261.15,0.0
Soybean,Peat,31.05,13.01,15.82,293.14,0.0
Barley,Loamy,25.3,17.12,60.19,192.53,0.0
Cotton,Sandy,24.54,89.79,38.7,8.69,0.0
Barley,Clay,26.26,69.88,22.53,164.61,0.0
Sugarcane,Peat,30.06,39.11,96.74,34.51,3.31
Rice,Peat,38.48,60.88,63.44,127.22,0.0
Maize,Sandy,41.36,53.37,79.26,61.87,0.24
Cotton,Sandy,36.13,34.76,48.76,45.0,2.85
Barley,Sandy,36.61,51.46,81.3,132.96,0.0
Sugarcane,Loamy,11.25,85.02,48.94,38.5,0.0
Maize,Loamy,32.0,12.84,3.64,131.51,0.0
Barley,Sandy,36.58,46.46,88.18,26.88,3.46
Sugarcane,Loamy,36.94,80.97,88.75,12.71,1.34
Soybean,Sandy,35.1,49.73,89.2,296.86,0.0
Cotton,Silt,10.7,71.16,33.08,247.27,0.0
Barley,Loamy,31.53,78.71,79.54,220.74,0.0
Wheat,Silt,38.3,76.29,38.49,183.88,0.0
Tomato,Clay,32.44,79.15,48.0,48.34,0.0
Sugarcane,Silt,42.88,15.0,95.2,140.09,0.0
Rice,Peat,30.92,84.56,1.71,173.75,0.0
Sugarcane,Silt,21.7,35.89,32.02,261.62,0.0
Barley,Silt,20.59,52.2,45.86,254.96,0.0
Soybean,Clay,15.29,31.17,80.25,130.93,0.0
Rice,Silt,32.15,55.74,94.12,180.16,0.0
Sugarcane,Peat,29.71,40.93,31.56,4.19,6.79
Maize,Sandy,33.69,46.91,91.54,226.42,0.0
Sugarcane,Loamy,15.95,16.98,35.74,18.99,3.14
Rice,Loamy,20.23,67.61,85.07,91.86,0.0
Rice,Silt,27.89,46.7,30.1,22.52,3.24
Sugarcane,Peat,36.1,63.32,25.85,129.04,0.0
Wheat,Clay,36.23,41.95,71.68,103.08,0.0
Cotton,Silt,32.05,14.82,29.29,239.17,0.0
Wheat,Loamy,24.1,53.19,52.35,159.1,0.0
Maize,Clay,11.01,39.58,71.39,264.97,0.0
Sugarcane,Silt,20.74,10.22,62.67,88.98,0.0
Wheat,Loamy,29.77,47.31,48.7,173.94,0.0
Soybean,Sandy,11.78,77.06,87.69,43.28,0.0
Cotton,Loamy,33.53,72.75,14.81,68.21,0.0
Barley,Loamy,31.1,39.28,28.7,110.95,0.0
Rice,Loamy,32.85,69.44,51.83,62.21,0.0
Maize,Peat,17.74,25.15,23.81,128.36,0.0
Rice,Sandy,14.77,40.97,1.7,23.24,0.7
Sugarcane,Clay,13.44,39.55,22.9,212.11,0.0
Wheat,Silt,28.08,11.59,62.66,152.5,0.0
Wheat,Silt,12.55,59.08,63.46,272.69,0.0
Soybean,Sandy,16.86,17.1,22.19,240.55,0.0
Barley,Clay,40.49,72.73,75.01,197.31,0.0
Tomato,Peat,20.48,49.28,37.83,285.31,0.0
Maize,Silt,44.1,47.24,12.48,10.82,6.67
Wheat,Clay,32.94,30.08,23.72,54.98,2.4
Soybean,Loamy,44.56,51.21,18.69,92.67,0.0
Rice,Sandy,21.48,62.18,68.74,220.51,0.0
Sugarcane,Sandy,22.52,86.27,10.08,156.23,0.0
Rice,Loamy,16.47,66.72,80.52,284.43,0.0
Tomato,Clay,33.52,12.11,1.58,167.96,0.0
Tomato,Silt,41.9,61.53,35.12,289.29,0.0
Wheat,Sandy,33.96,45.42,64.29,205.68,0.0
Maize,Loamy,16.58,73.35,43.5,167.9,0.0
Cotton,Loamy,22.41,32.23,51.7,273.14,0.0
Barley,Peat,27.5,61.38,76.61,194.62,0.0
Wheat,Peat,14.57,75.58,96.0,106.07,0.0
Maize,Loamy,40.8,56.65,42.05,263.31,0.0
Rice,Sandy,11.75,54.88,58.58,123.98,0.0
Barley,Clay,22.54,60.93,81.23,125.18,0.0
Barley,Sandy,12.53,18.59,31.95,90.71,0.0
Cotton,Loamy,23.98,67.34,92.9,287.42,0.0
Barley,Sandy,14.15,63.52,67.8,222.06,0.0
Soybean,Loamy,30.41,46.09,16.64,232.72,0.0
Soybean,Silt,44.11,67.95,87.54,226.03,0.0
Soybean,Peat,18.0,79.82,45.16,59.16,0.0
Rice,Peat,32.67,69.64,55.48,279.87,0.0
Barley,Peat,11.06,82.39,17.55,145.9,0.0
Soybean,Peat,12.83,82.18,15.61,249.21,0.0
Rice,Sandy,23.3,29.71,66.18,284.66,0.0
Rice,Peat,13.87,66.26,19.99,195.65,0.0
Sugarcane,Peat,10.44,32.53,99.99,195.86,0.0
Cotton,Peat,26.23,36.12,71.17,286.95,0.0
Tomato,Loamy,26.69,52.04,14.8,103.65,0.0
Barley,Peat,14.34,63.87,72.17,296.49,0.0
Rice,Sandy,17.83,45.33,48.34,92.63,0.0
Rice,Sandy,10.58,53.78,9.79,178.75,0.0
Soybean,Sandy,26.57,77.33,89.82,100.26,0.0
Tomato,Silt,13.46,25.19,87.88,270.34,0.0
Rice,Clay,28.11,12.24,84.4,144.98,0.0
Cotton,Silt,38.38,21.62,21.2,65.39,2.97
Maize,Clay,16.69,52.0,87.48,83.32,0.0
Wheat,Loamy,16.19,73.77,41.24,209.13,0.0
Maize,Sandy,21.98,84.28,8.13,10.63,0.09
Tomato,Clay,10.21,71.57,87.01,31.13,0.0
Cotton,Clay,33.17,27.6,14.72,92.91,0.0
Soybean,Silt,15.65,64.49,74.66,165.78,0.0
Wheat,Peat,28.63,37.5,95.17,126.7,0.0
Barley,Clay,17.06,49.95,83.5,123.12,0.0
Wheat,Peat,23.97,10.42,35.39,78.02,0.0
Maize,Loamy,44.82,61.58,76.51,196.19,0.0
Sugarcane,Peat,40.18,61.76,4.93,198.83,0.0
Barley,Silt,25.42,37.87,21.77,34.08,1.67
Soybean,Silt,29.25,60.09,19.55,73.51,0.0
Soybean,Peat,30.16,15.18,44.26,113.77,0.0
Barley,Peat,16.82,23.25,82.58,271.72,0.0
Wheat,Silt,32.73,43.89,54.69,260.11,0.0
Rice,Clay,21.59,83.03,7.55,299.62,0.0
Maize,Silt,24.61,34.88,79.83,276.8,0.0
Soybean,Loamy,11.42,24.81,97.89,270.99,0.0
Soybean,Sandy,24.66,37.87,9.5,161.21,0.0
Cotton,Loamy,31.16,15.96,53.48,134.59,0.0
Maize,Clay,44.09,35.45,23.42,43.09,5.18
Maize,Peat,11.09,20.4,39.84,263.14,0.0
Cotton,Sandy,42.77,63.57,25.13,152.45,0.0
Cotton,Peat,28.5,13.16,33.89,234.86,0.0
Barley,Sandy,38.58,63.45,5.17,56.57,0.0
Soybean,Clay,42.15,37.54,6.3,107.25,0.0
Sugarcane,Loamy,12.96,51.13,0.99,265.67,0.0
Barley,Loamy,28.71,52.5,43.29,200.89,0.0
Rice,Loamy,10.89,69.05,73.29,100.47,0.0
Sugarcane,Silt,40.64,75.83,47.56,22.63,1.26
Cotton,Clay,16.0,42.24,59.47,237.0,0.0
Soybean,Clay,39.94,71.78,34.2,71.21,0.0
Soybean,Sandy,10.41,80.0,30.41,275.6,0.0
Barley,Peat,22.31,58.65,27.97,215.49,0.0
Wheat,Peat,13.86,73.51,70.69,195.93,0.0
Tomato,Sandy,32.45,24.39,82.7,268.63,0.0
Tomato,Silt,37.25,22.67,9.91,62.22,3.55
Rice,Clay,43.24,87.93,19.36,197.8,0.0
Tomato,Silt,41.58,74.9,58.62,215.84,0.0
Maize,Sandy,44.5,61.71,44.55,119.2,0.0
Cotton,Clay,14.51,15.04,48.05,17.28,2.02
Barley,Peat,19.45,38.77,27.05,224.58,0.0
Barley,Sandy,40.32,47.33,69.57,97.56,0.0
Maize,Sandy,17.41,54.86,9.9,89.26,0.0
Barley,Silt,30.28,56.02,64.13,255.28,0.0
Barley,Clay,24.01,31.61,67.87,42.5,1.1
Wheat,Clay,10.96,80.33,54.72,252.54,0.0
Wheat,Peat,39.8,77.01,69.64,202.71,0.0
Soybean,Loamy,31.22,83.45,51.68,262.51,0.0
Maize,Clay,22.22,19.53,64.04,140.7,0.0
Rice,Sandy,23.47,74.3,9.15,147.22,0.0
Maize,Silt,42.16,86.32,0.48,269.2,0.0
Rice,Silt,32.87,16.43,83.48,41.3,6.03
Cotton,Silt,33.19,47.19,70.93,59.0,0.0
Tomato,Silt,33.87,70.21,99.6,31.01,0.28
Tomato,Silt,36.62,40.34,11.44,139.93,0.0
Wheat,Peat,20.65,58.92,53.79,123.62,0.0
Barley,Peat,42.16,79.79,9.77,230.57,0.0
Sugarcane,Clay,36.73,72.77,20.93,6.96,3.3
Wheat,Sandy,26.58,38.79,74.57,255.32,0.0
Soybean,Clay,22.41,57.8,45.33,220.77,0.0
Cotton,Silt,41.71,57.17,82.57,255.4,0.0
Sugarcane,Loamy,13.61,60.8,58.38,202.65,0.0
Maize,Loamy,10.82,13.88,23.14,69.57,0.0
Rice,Clay,43.92,75.95,28.6,279.1,0.0
Wheat,Loamy,22.11,19.12,12.07,107.48,0.0
Barley,Peat,33.54,67.87,71.2,159.46,0.0
Maize,Sandy,35.44,84.47,36.72,79.35,0.0
Sugarcane,Clay,35.62,58.34,78.69,163.64,0.0
Maize,Peat,20.67,54.88,34.38,280.42,0.0
Cotton,Loamy,39.01,84.62,30.69,254.85,0.0
Wheat,Silt,29.35,70.3,62.07,139.28,0.0
Wheat,Sandy,35.46,26.89,75.33,140.39,0.0
Barley,Silt,10.29,86.45,23.91,7.31,0.0
Wheat,Silt,32.04,78.01,68.84,129.61,0.0
Barley,Peat,33.87,83.26,82.35,262.82,0.0
Wheat,Loamy,43.64,11.24,5.02,3.65,13.8
Rice,Peat,39.07,88.53,85.11,141.67,0.0
Rice,Peat,13.01,14.27,24.62,166.96,0.0
Barley,Peat,22.46,83.82,55.99,25.34,0.0
Barley,Loamy,21.69,33.85,2.73,153.12,0.0
Sugarcane,Clay,31.9,28.3,8.27,6.69,8.69
Cotton,Sandy,12.17,41.77,28.59,147.85,0.0
Rice,Silt,12.06,46.19,4.92,87.75,0.0
Maize,Sandy,10.11,28.31,53.07,217.38,0.0
Cotton,Silt,35.97,85.91,62.15,252.85,0.0
Wheat,Loamy,39.23,72.83,82.94,168.92,0.0
Sugarcane,Loamy,44.31,15.34,40.13,36.5,11.07
Maize,Silt,22.92,47.87,66.53,17.57,2.23
Wheat,Silt,13.09,66.92,41.37,179.34,0.0
Cotton,Loamy,11.28,69.54,36.57,74.0,0.0
Wheat,Loamy,37.11,77.6,39.43,97.98,0.0
Tomato,Sandy,36.56,68.05,62.86,168.68,0.0
Tomato,Clay,10.88,46.87,32.65,241.91,0.0
Cotton,Peat,20.67,72.68,23.63,16.19,0.22
Cotton,Silt,28.37,30.11,19.81,63.8,0.19
Cotton,Peat,14.78,26.68,95.65,259.91,0.0
Sugarcane,Sandy,28.35,85.23,87.45,256.31,0.0
Soybean,Peat,36.48,46.74,68.94,112.0,0.0
Sugarcane,Sandy,19.42,74.16,92.37,84.8,0.0
Wheat,Sandy,20.21,79.0,55.47,78.68,0.0
Soybean,Loamy,31.74,53.08,14.02,24.48,2.39
Wheat,Silt,33.43,79.64,57.24,75.41,0.0
Rice,Loamy,21.12,19.31,47.39,216.91,0.0
Tomato,Loamy,42.71,34.89,70.47,17.5,7.9
Maize,Loamy,42.74,24.0,13.54,269.46,0.0
Wheat,Loamy,41.39,82.89,86.91,195.94,0.0
Maize,Sandy,22.19,34.49,52.49,255.11,0.0
Sugarcane,Peat,10.68,42.54,9.36,174.53,0.0
Cotton,Peat,11.22,78.76,64.46,155.03,0.0
Rice,Clay,25.52,69.75,43.68,271.41,0.0
Cotton,Loamy,17.49,72.72,19.55,45.75,0.0
Barley,Clay,27.53,55.56,56.87,263.61,0.0
Tomato,Clay,37.29,21.0,26.82,231.83,0.0
Sugarcane,Clay,38.07,82.28,15.57,288.08,0.0
Wheat,Peat,37.97,34.41,2.84,282.29,0.0
Cotton,Silt,42.27,25.16,74.33,288.98,0.0
Sugarcane,Clay,42.96,14.53,86.87,198.85,0.0
Wheat,Sandy,29.64,19.65,18.81,128.01,0.0
Cotton,Clay,27.29,88.07,65.97,42.02,0.0
Maize,Clay,17.73,17.55,8.45,206.06,0.0
Cotton,Peat,29.94,62.1,45.87,60.34,0.0
Maize,Silt,19.11,35.86,5.95,107.04,0.0
Sugarcane,Peat,23.75,67.92,91.8,225.55,0.0
Barley,Peat,25.3,16.87,6.07,110.85,0.0
Wheat,Loamy,21.86,11.65,93.69,17.09,5.2
Sugarcane,Peat,30.16,56.53,55.31,106.46,0.0
Cotton,Loamy,38.81,48.1,1.09,145.99,0.0
Barley,Sandy,19.95,77.01,83.06,115.5,0.0
Soybean,Silt,35.78,50.3,90.74,91.32,0.0
Cotton,Clay,15.21,51.16,88.23,30.31,0.0
Wheat,Sandy,38.5,35.82,55.53,205.78,0.0
Maize,Peat,41.92,20.42,21.72,205.85,0.0
Sugarcane,Clay,44.67,22.08,73.86,264.94,0.0
Maize,Peat,32.86,81.59,19.46,219.45,0.0
Maize,Clay,39.21,88.23,60.56,43.55,0.0
Maize,Loamy,33.03,21.16,62.19,237.72,0.0
Soybean,Silt,44.58,16.32,58.07,80.71,4.15
Maize,Peat,35.04,13.68,40.83,39.23,6.16
Barley,Sandy,25.9,77.16,50.27,44.63,0.0
Cotton,Loamy,26.61,75.44,94.79,184.35,0.0
Barley,Silt,21.84,22.57,41.38,69.56,0.0
Wheat,Loamy,18.19,83.36,68.34,90.0,0.0
Cotton,Silt,17.81,75.25,48.55,125.48,0.0
Sugarcane,Sandy,22.41,66.62,63.92,133.87,0.0
Tomato,Sandy,30.28,53.37,46.47,108.06,0.0
Barley,Clay,31.17,82.92,43.16,205.67,0.0
Rice,Clay,18.83,22.02,45.11,234.12,0.0
Soybean,Clay,24.39,58.27,23.32,269.75,0.0
Wheat,Sandy,36.32,46.93,76.91,119.07,0.0
Sugarcane,Peat,44.56,66.6,78.19,290.07,0.0
Sugarcane,Loamy,11.52,82.53,96.69,42.07,0.0
Tomato,Silt,20.49,18.42,33.85,31.12,2.58
Soybean,Silt,28.71,16.47,40.3,131.34,0.0
Barley,Peat,40.67,43.64,51.05,58.89,1.58
Tomato,Loamy,21.79,88.77,53.71,24.28,0.0
Rice,Sandy,17.71,41.09,26.83,112.71,0.0
Tomato,Silt,13.38,25.86,26.0,251.28,0.0
Maize,Silt,32.99,88.12,98.32,175.58,0.0
Sugarcane,Peat,16.64,64.7,44.03,152.65,0.0
Barley,Silt,23.02,80.43,87.01,207.39,0.0
Maize,Loamy,29.52,74.93,25.51,265.08,0.0
Cotton,Loamy,32.75,14.17,82.66,89.63,0.35
Soybean,Loamy,23.91,10.46,37.36,21.85,4.7
Tomato,Loamy,34.77,41.92,34.36,299.42,0.0
Barley,Sandy,10.48,62.34,60.11,125.71,0.0
Soybean,Sandy,19.45,24.24,35.44,73.61,0.0
Barley,Sandy,36.13,69.34,82.43,47.82,0.0
Barley,Sandy,38.89,36.4,87.74,42.67,3.58
Tomato,Peat,21.5,16.99,67.17,56.31,0.33
Wheat,Peat,38.82,78.03,24.96,76.97,0.0
Maize,Silt,11.25,17.1,50.95,266.42,0.0
Maize,Clay,42.35,88.5,43.7,11.28,0.5
Maize,Sandy,40.05,32.93,99.84,288.94,0.0
Sugarcane,Clay,11.77,60.6,34.83,181.14,0.0
Tomato,Peat,23.1,62.93,50.98,242.77,0.0
Soybean,Loamy,20.25,28.45,25.85,153.21,0.0
Wheat,Clay,22.95,11.01,12.01,210.99,0.0
Rice,Peat,37.51,14.24,91.42,191.36,0.0
Maize,Silt,35.38,49.75,11.26,74.29,0.0
Tomato,Loamy,17.62,32.45,84.41,53.0,0.0
Tomato,Peat,42.91,67.75,86.61,43.07,0.32
Barley,Silt,44.72,27.05,68.21,283.13,0.0
Barley,Clay,23.21,15.38,8.33,28.61,3.32
Wheat,Loamy,20.56,41.05,27.35,134.64,0.0
Wheat,Sandy,23.56,43.18,18.25,255.72,0.0
Sugarcane,Silt,42.18,20.81,2.63,174.64,0.0
Sugarcane,Silt,17.38,39.84,44.9,223.26,0.0
Tomato,Loamy,14.76,39.28,15.97,161.91,0.0
Rice,Peat,15.04,71.75,56.76,12.99,0.14
Sugarcane,Loamy,16.13,49.19,4.29,79.56,0.0
Sugarcane,Clay,17.75,38.48,93.91,139.16,0.0
Tomato,Silt,19.86,22.45,45.46,59.64,0.0
Maize,Peat,18.87,11.52,96.52,43.18,1.25
Tomato,Peat,38.72,10.12,99.1,124.82,0.0
Maize,Silt,27.19,70.0,93.15,128.68,0.0
Cotton,Peat,20.49,31.17,63.33,284.97,0.0
Maize,Silt,36.34,62.68,53.37,294.94,0.0
Sugarcane,Loamy,13.11,48.07,87.19,219.23,0.0
Sugarcane,Silt,13.24,77.36,78.11,236.81,0.0
Maize,Loamy,32.27,37.07,27.45,17.74,5.0
Cotton,Loamy,33.32,35.31,56.24,74.12,0.0
Maize,Silt,37.14,63.83,49.88,294.72,0.0
Sugarcane,Silt,14.15,10.73,76.58,118.31,0.0
Soybean,Sandy,22.31,74.34,26.05,148.31,0.0
Tomato,Sandy,39.97,49.84,9.45,27.81,4.1
Wheat,Clay,13.71,30.24,47.83,280.21,0.0
Soybean,Loamy,13.41,75.85,23.74,99.71,0.0
Barley,Clay,43.23,15.36,9.59,188.32,0.0
Rice,Sandy,44.77,26.13,9.89,229.93,0.0
Wheat,Silt,10.24,33.09,70.39,107.93,0.0
Soybean,Loamy,18.85,26.75,4.8,76.27,0.0
Wheat,Sandy,15.78,50.79,19.97,238.03,0.0
Rice,Peat,12.16,60.3,1.93,248.63,0.0
Barley,Silt,38.79,48.33,31.2,6.72,5.41
Rice,Loamy,37.09,82.18,8.72,48.7,0.0
Soybean,Silt,43.9,80.36,80.03,299.01,0.0
Wheat,Clay,11.6,88.22,73.56,152.17,0.0
Sugarcane,Clay,13.79,11.95,2.44,6.31,4.27
Wheat,Clay,31.2,39.09,78.73,278.03,0.0
Maize,Sandy,19.29,77.3,67.54,183.97,0.0
Barley,Sandy,30.6,78.85,25.33,136.52,0.0
Wheat,Peat,41.19,47.31,86.74,64.32,0.88
Sugarcane,Silt,43.37,88.34,51.58,11.69,0.65
Wheat,Peat,13.88,33.04,82.66,51.55,0.0
Soybean,Loamy,11.56,64.69,12.41,99.9,0.0
Cotton,Silt,20.8,23.42,12.0,117.2,0.0
Sugarcane,Clay,29.83,51.32,0.04,196.61,0.0
Rice,Loamy,18.98,82.6,4.83,280.21,0.0
Rice,Sandy,27.04,32.83,40.84,76.11,0.0
Cotton,Peat,13.6,62.22,35.76,276.2,0.0
Soybean,Loamy,33.88,34.65,88.71,39.49,3.26
Cotton,Silt,38.36,28.33,6.54,121.2,0.0
Rice,Loamy,11.38,33.78,70.18,254.26,0.0
Rice,Silt,28.35,52.68,48.32,167.52,0.0
Barley,Peat,27.33,39.15,55.89,115.07,0.0
Wheat,Peat,11.79,45.94,99.08,12.28,0.99
Cotton,Silt,34.56,48.73,35.0,137.37,0.0
Cotton,Silt,38.65,60.32,19.72,62.13,0.0
Sugarcane,Silt,40.35,11.67,62.7,267.99,0.0
Tomato,Loamy,21.46,11.09,66.97,141.07,0.0
Tomato,Silt,41.0,87.77,55.79,44.75,0.0
Sugarcane,Sandy,42.39,60.28,99.5,10.17,5.74
Soybean,Sandy,11.3,83.44,56.46,7.71,0.0
Maize,Sandy,28.75,52.16,81.03,236.06,0.0
Sugarcane,Silt,14.08,38.04,57.55,258.99,0.0
Cotton,Loamy,44.04,74.4,50.48,228.86,0.0
Barley,Sandy,29.01,68.09,15.75,23.59,0.65
Soybean,Loamy,12.74,80.11,27.81,266.74,0.0
Tomato,Peat,25.83,54.14,89.47,128.29,0.0
Maize,Sandy,28.09,30.94,25.42,278.94,0.0
Maize,Silt,19.39,84.77,93.74,178.17,0.0
Cotton,Sandy,12.3,75.15,42.5,74.96,0.0
Sugarcane,Loamy,19.81,54.82,82.34,237.58,0.0
Tomato,Sandy,12.64,47.42,17.5,9.21,1.36
Cotton,Loamy,23.66,30.85,82.77,199.44,0.0
Wheat,Loamy,24.99,62.66,10.45,171.13,0.0
Maize,Peat,34.21,81.63,41.72,57.4,0.0
Rice,Silt,12.34,29.43,24.04,224.53,0.0
Rice,Silt,38.03,78.32,28.13,45.54,0.0
Cotton,Clay,21.53,27.52,61.58,244.7,0.0
Soybean,Sandy,36.31,19.2,98.82,96.19,0.15
Cotton,Loamy,30.81,60.81,52.17,197.34,0.0
Maize,Silt,21.27,13.42,42.81,223.93,0.0
Rice,Sandy,20.33,71.63,6.78,136.25,0.0
Soybean,Peat,43.41,79.4,97.61,140.88,0.0
Maize,Loamy,12.23,19.89,54.24,86.41,0.0
Cotton,Sandy,41.94,88.15,80.93,276.55,0.0
Rice,Clay,43.25,46.75,49.7,260.79,0.0
Tomato,Silt,11.85,68.74,57.62,72.43,0.0
Soybean,Loamy,32.8,65.7,90.51,56.12,0.0
Soybean,Silt,14.04,43.97,16.78,73.3,0.0
Barley,Peat,32.19,61.1,49.45,206.45,0.0
Barley,Loamy,35.75,53.02,55.31,105.99,0.0
Wheat,Clay,20.1,70.68,71.24,113.04,0.0
Soybean,Sandy,36.89,35.14,46.03,82.58,0.0
Barley,Silt,29.97,29.16,4.49,53.38,1.57
Maize,Silt,18.54,10.94,53.27,91.09,0.0
Wheat,Clay,43.56,65.92,4.51,129.51,0.0
Barley,Clay,28.6,19.64,32.92,148.9,0.0
Sugarcane,Sandy,20.82,71.6,5.51,39.37,0.0
Rice,Sandy,14.91,26.29,29.23,1.13,4.26
Wheat,Silt,13.41,14.57,66.18,24.61,1.49
Rice,Sandy,43.29,59.04,87.02,131.29,0.0
Soybean,Sandy,40.82,19.74,48.74,178.88,0.0
Tomato,Peat,40.19,18.29,4.39,261.74,0.0
Wheat,Peat,38.13,49.4,95.69,31.34,3.63
Tomato,Loamy,36.13,20.03,29.65,191.67,0.0
Cotton,Sandy,36.43,57.08,55.74,276.61,0.0
Cotton,Loamy,24.57,61.54,59.73,246.49,0.0
Barley,Loamy,30.02,70.03,14.73,234.57,0.0
Cotton,Loamy,38.45,59.37,33.63,100.53,0.0
Sugarcane,Sandy,18.66,37.99,6.58,16.32,2.78
Cotton,Peat,40.45,85.77,87.5,5.53,1.16
Soybean,Silt,16.49,29.24,33.31,283.39,0.0
Soybean,Clay,33.07,21.08,26.75,87.54,0.0
Barley,Sandy,27.85,16.97,56.36,242.26,0.0
Maize,Sandy,38.7,53.13,13.04,269.46,0.0
Soybean,Peat,11.46,43.75,3.25,145.29,0.0
Wheat,Peat,14.15,32.83,70.87,41.57,0.0
Maize,Sandy,35.12,37.49,43.14,280.9,0.0
Soybean,Clay,14.19,29.41,84.83,9.49,2.27
Soybean,Silt,17.28,41.93,58.11,173.32,0.0
Rice,Peat,25.6,54.44,73.87,204.45,0.0
Barley,Peat,33.19,71.83,96.38,260.71,0.0
Cotton,Sandy,36.06,11.89,22.25,202.61,0.0
Sugarcane,Clay,30.41,13.08,22.92,35.31,6.6
Barley,Peat,20.26,11.3,27.69,55.89,0.36
Barley,Peat,38.36,48.67,59.58,57.13,0.77
Wheat,Sandy,17.6,13.15,66.43,49.56,0.15
Rice,Peat,29.93,64.09,29.4,64.84,0.0
Wheat,Peat,18.87,60.66,92.2,215.63,0.0
Cotton,Peat,19.86,57.64,88.88,289.92,0.0
Barley,Loamy,37.06,23.86,25.3,141.57,0.0
Wheat,Silt,18.75,23.23,52.03,149.24,0.0
Sugarcane,Clay,17.14,84.48,47.58,138.12,0.0
Rice,Silt,19.08,42.06,22.16,109.78,0.0
Tomato,Loamy,11.63,48.56,47.35,125.87,0.0
Barley,Loamy,41.67,49.64,6.22,104.48,0.0
Barley,Loamy,19.46,50.68,84.26,221.98,0.0
Soybean,Sandy,35.89,35.67,46.28,29.58,4.5
Sugarcane,Peat,43.45,28.09,15.98,203.57,0.0
Cotton,Peat,38.7,87.26,77.78,98.23,0.0
Cotton,Sandy,40.19,45.33,24.86,136.21,0.0
Barley,Silt,31.27,77.32,76.75,18.88,0.43
Rice,Clay,21.39,63.25,79.53,266.13,0.0
Barley,Peat,40.35,10.66,29.9,31.74,7.96
Barley,Silt,43.34,12.94,8.51,70.58,4.97
Wheat,Peat,17.26,71.31,86.14,40.78,0.0
Barley,Peat,13.68,72.1,80.44,55.03,0.0
Maize,Clay,22.18,11.02,85.39,80.93,0.0
Cotton,Loamy,22.35,25.41,65.26,261.83,0.0
Rice,Loamy,37.56,32.78,3.52,175.35,0.0
Rice,Sandy,31.11,58.82,14.66,12.83,3.58
Sugarcane,Loamy,21.3,46.77,94.41,206.18,0.0
Soybean,Loamy,25.83,60.31,46.59,15.78,1.75
Barley,Clay,34.54,22.65,25.56,68.56,1.84
Maize,Silt,22.06,73.39,98.33,119.66,0.0
Maize,Peat,44.1,66.24,91.77,60.35,0.0
Soybean,Clay,15.61,21.12,55.75,140.63,0.0
Wheat,Silt,21.14,18.92,73.85,69.24,0.0
Cotton,Peat,18.64,28.65,28.68,41.6,0.23
Barley,Silt,12.45,81.03,31.26,68.0,0.0
Sugarcane,Peat,31.39,59.75,85.22,94.8,0.0
Sugarcane,Sandy,43.23,74.6,65.82,31.69,0.61
Soybean,Loamy,39.67,64.4,87.53,6.54,3.85
Soybean,Sandy,27.78,49.08,52.88,153.99,0.0
Cotton,Silt,26.3,64.14,58.45,14.65,1.43
Tomato,Clay,33.17,69.44,65.52,270.19,0.0
Soybean,Sandy,33.92,38.71,15.29,56.87,1.18
Tomato,Peat,16.42,39.89,44.43,243.83,0.0
Sugarcane,Sandy,43.23,62.49,29.68,126.35,0.0
Soybean,Peat,18.87,49.16,27.92,251.45,0.0
Wheat,Silt,39.62,62.96,61.73,243.57,0.0
Tomato,Peat,11.71,30.87,28.85,109.48,0.0
Tomato,Loamy,23.91,77.07,57.63,243.35,0.0
Rice,Silt,38.86,24.33,12.68,47.29,6.09
Wheat,Silt,21.34,55.33,29.5,194.73,0.0
